text,label,text_length,word_count,processed_text,char_count,avg_word_length,punctuation_count,uppercase_count
I believe that a card payment I made was cancelled.,53,51,10,believe card payment made cancelled,51,4.2,1,2
I need to transfer funds from my other bank account into this bank account.,65,75,14,need transfer fund bank account bank account,75,4.428571428571429,1,1
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",66,178,30,day yesterday performed transfer within country still completed check account number definitely correct ive checked,178,4.966666666666667,7,6
ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now!,75,166,33,atm broken give full amount pound standing pound telling gave pound need assistance,166,4.03030303030303,8,6
I'm trying to use a cheque to top up,58,36,9,trying use cheque top,36,3.111111111111111,1,1
My transaction is on the wrong account.,8,39,7,transaction wrong account,39,4.714285714285714,1,1
How do I verify the top up?,71,27,7,verify top,27,3.0,1,2
"In terms of holding and exchange, what fiat currencies do you use.",36,66,12,term holding exchange fiat currency use,66,4.583333333333333,2,1
I need to do a card activation.,0,31,7,need card activation,31,3.5714285714285716,1,1
Is topping up with cash allowed?,58,32,6,topping cash allowed,32,4.5,1,1
"After I attempted a transfer, it failed.",35,40,7,attempted transfer failed,40,4.857142857142857,2,2
I was charged too many times for one transaction.,63,49,9,charged many time one transaction,49,4.555555555555555,1,1
where can i see money source?,70,29,6,see money source,29,4.0,1,0
If I order a card when does it arrive?,12,38,9,order card arrive,38,3.3333333333333335,1,2
I was at an ATM and it swallowed my card.,18,41,10,atm swallowed card,41,3.2,1,4
How much will I pay to exchange foreign currency?,31,49,9,much pay exchange foreign currency,49,4.555555555555555,1,2
Is my transfer pending?,48,23,4,transfer pending,23,5.0,1,1
What is the reason that my top-up is still pending?,47,51,10,reason topup still pending,51,4.2,2,1
I want my card frozen right away. Money was taken out in an odd location I have never heard of.,20,95,20,want card frozen right away money taken odd location never heard,95,3.8,2,3
Can a card stop working?,14,24,5,card stop working,24,4.0,1,1
Why didn't my transfer work?,35,28,5,didnt transfer work,28,4.8,2,1
Why was there an extra charge when I transferred money?,64,55,10,extra charge transferred money,55,4.6,1,2
I need to change my address,30,27,6,need change address,27,3.6666666666666665,0,1
I got a €1 extra fee in my statement,34,36,9,got extra fee statement,36,3.111111111111111,0,1
I don't see the transaction I made to a friend on my account.,66,61,13,dont see transaction made friend account,61,3.769230769230769,2,2
I need several cards per day. And I need to be able to throw away all of the cards I make.,29,90,21,need several card per day need able throw away card make,90,3.3333333333333335,2,4
How long is the wait for my card?,12,33,8,long wait card,33,3.25,1,1
Do i have to top-up with my credit card before I can transfer?,62,62,13,topup credit card transfer,62,3.8461538461538463,2,2
My card hasn't arrived.,11,23,4,card hasnt arrived,23,5.0,2,1
Do I get a choice between Visa and Mastercard?,73,46,9,get choice visa mastercard,46,4.222222222222222,1,4
Can I get my money back on an item?,52,35,9,get money back item,35,3.0,1,2
The amount of money I pushed at the atm machine did not come out of the machine.,75,80,17,amount money pushed atm machine come machine,80,3.764705882352941,1,2
How can I get a refund for an item I purchased but has not yet arrived?,52,71,16,get refund item purchased yet arrived,71,3.5,1,3
"Help, my phone was stolen, please advise!",42,41,7,help phone stolen please advise,41,5.0,3,1
Can you tell me the limits for top ups?,60,39,9,tell limit top ups,39,3.4444444444444446,1,1
How can I change to my married name?,30,36,8,change married name,36,3.625,1,2
The card is non-functional.,14,27,4,card nonfunctional,27,6.0,2,1
I need my PIN unlocked.,49,23,5,need pin unlocked,23,3.8,1,4
I have been trying to make a transfer and it won't go through. I have checked all the receipts and its all correct but still won't let me do it.,27,144,30,trying make transfer wont checked receipt correct still wont let,144,3.8333333333333335,4,2
What is the fee for accepting money from a foreign country?,31,59,11,fee accepting money foreign country,59,4.454545454545454,1,1
How long do top-ups take to go through,47,38,8,long topups take,38,3.875,1,1
What would I be charged in receiving a SEPA transfer?,56,53,10,would charged receiving sepa transfer,53,4.4,1,6
"Transfers can take up to one day to process before departing for the beneficiary accounts. Please confirm that you've entered your account details correctly. SEPA transfers can take up to two working days, while SWIFT transfers can take up to five working days.",48,261,43,transfer take one day process departing beneficiary account please confirm youve entered account detail correctly sepa transfer take two working day swift transfer take five working day,261,5.093023255813954,5,11
Your service is bad.  Close my account.,55,39,7,service bad close account,39,4.571428571428571,2,2
When will a refund post to my account?,51,38,8,refund post account,38,3.875,1,1
I don't know where my phone is.,42,31,7,dont know phone,31,3.5714285714285716,2,1
You shorted me money when I tried to make a withdrawal.,75,55,11,shorted money tried make withdrawal,55,4.090909090909091,1,2
How much do I have to pay to accept an international transfer?,31,62,12,much pay accept international transfer,62,4.25,1,2
"My card payment reverted back, I think.",53,39,7,card payment reverted back think,39,4.714285714285714,2,2
Why wouldn't the ATM give me my money?,26,38,8,wouldnt atm give money,38,3.875,2,4
Help me find the transfer that I did.,5,37,8,help find transfer,37,3.75,1,2
tell me why I was charged more with my card?,15,44,10,tell charged card,44,3.5,1,1
I used the wrong account.,8,25,5,used wrong account,25,4.2,1,1
Do I need to verify my identity each time I wish to use my account?,74,67,15,need verify identity time wish use account,67,3.533333333333333,1,3
"I received cash from the ATM earlier, but this shows up as pending in the app.  I've got the cash already.  How can this be still pending?",46,138,27,received cash atm earlier show pending app ive got cash already still pending,138,4.074074074074074,5,6
Whats the transfer process,65,26,4,whats transfer process,26,5.75,0,1
My refund is still pending,51,26,5,refund still pending,26,4.4,0,1
I'm wondering how long it takes for my money to get to me after a bank transfer.,5,80,17,wondering long take money get bank transfer,80,3.764705882352941,2,1
My statement has not shown my refund.,51,37,7,statement shown refund,37,4.428571428571429,1,1
Must I verify my identity?,74,26,5,must verify identity,26,4.4,1,2
Will there be a charge for exchanging foreign currency?,31,55,9,charge exchanging foreign currency,55,5.222222222222222,1,1
Am I able to get a card in EU?,24,30,9,able get card,30,2.4444444444444446,1,4
unsupported transfer declined,27,29,3,unsupported transfer declined,29,9.0,0,0
How do I freeze my card using the app?,22,38,9,freeze card using app,38,3.3333333333333335,1,2
How can I reset my PIN?,21,23,6,reset pin,23,3.0,1,5
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,41,123,24,someone stole wallet card vacationing spain really need card blocked new one ordered,123,4.166666666666667,2,3
Why isn't my deposit showing up?,6,32,6,isnt deposit showing,32,4.5,2,1
"While I was checking out in the grocery store, I realized I needed cash so I requested some.  However, I noticed there was a fee for this transaction.  Why did I get charged a fee?",19,180,35,checking grocery store realized needed cash requested however noticed fee transaction get charged fee,180,4.114285714285714,5,9
Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,6,96,19,guy accept cash deposited morning cant see account,96,4.105263157894737,3,3
How long does a payment show as pending before i should worry about it?,45,71,14,long payment show pending worry,71,4.142857142857143,1,1
What's the most disposable cards I can have?,29,44,8,whats disposable card,44,4.625,2,2
"I am dissatisfied, I would like to close my account.",55,52,10,dissatisfied would like close account,52,4.3,2,2
Will there be a fee if I receive a SEPA transfer,56,48,11,fee receive sepa transfer,48,3.4545454545454546,0,6
Status of the card I ordered.,11,29,6,status card ordered,29,4.0,1,2
"I'm out of money, can I add money with my bank?",65,47,11,money add money bank,47,3.3636363636363638,3,2
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,51,191,37,requested refund next dress purchased three arm hole said sent refund last wednesday nearly week ago still dont,191,4.162162162162162,4,7
Why was my card payment declined?,25,33,6,card payment declined,33,4.666666666666667,1,1
Why did I get a fee?,19,20,6,get fee,20,2.5,1,2
"i am not a premium customer but i want a virtual card, how do i get it",29,70,17,premium customer want virtual card get,70,3.176470588235294,1,0
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",19,255,47,hello wanted get information atm withdraw fee withdrawing money year notice charge account always thought fee since guy atm company withdrawing please explain,255,4.446808510638298,5,14
What is my password?,44,20,4,password,20,4.25,1,1
"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make.",46,190,32,tried get withdrawls machine didnt work transaction still seems progressseems like something wrongi dont want charged transaction make,190,4.9375,7,5
When will my new card arrive?,11,29,6,new card arrive,29,4.0,1,1
What is the verification process for my card?,71,45,8,verification process card,45,4.75,1,1
I think the top up failed,59,25,6,think top failed,25,3.3333333333333335,0,1
How do I use bank transfer to top up my account?,65,48,11,use bank transfer top account,48,3.4545454545454546,1,2
My PIN was blocked.,49,19,4,pin blocked,19,4.0,1,4
Please verify my top-up card,71,28,5,please verify topup card,28,4.8,1,1
How can I link the new card?,13,28,7,link new card,28,3.142857142857143,1,2
Where is the top-up verification code located?,71,46,7,topup verification code located,46,5.714285714285714,2,1
"I attempted to top up my car today, it failed! I just got it a couple of days before and it worked then. What is going on with it?",59,130,29,attempted top car today failed got couple day worked going,130,3.5172413793103448,4,3
What countries do you operate in?,24,33,6,country operate,33,4.666666666666667,1,1
Why couldn't I get cash from an ATM?,26,36,8,couldnt get cash atm,36,3.625,2,5
How can I get my card out of the damn ATM?,18,42,11,get card damn atm,42,2.909090909090909,1,5
I tried to transfer money but it didn't go through,35,50,10,tried transfer money didnt,50,4.1,1,1
How do I locate my card?,11,24,6,locate card,24,3.1666666666666665,1,2
I tried to make a payment with my card and it was declined. Why is it pending?,45,78,17,tried make payment card declined pending,78,3.6470588235294117,2,2
Why do you keep declining my payment?I tried several times with this card and it is just not working.,25,101,19,keep declining paymenti tried several time card working,101,4.368421052631579,2,2
What works for identity verification?,69,37,5,work identity verification,37,6.6,1,1
im not sure what this charge is for,15,35,8,sure charge,35,3.5,0,0
why hasn't my virtual card come yet?,40,36,7,hasnt virtual card come yet,36,4.285714285714286,2,0
My friend would like to send me money. What are the options available to them?,50,78,15,friend would like send money option available,78,4.266666666666667,2,2
"I tried topping up but my funds seem to be pending. I want to buy something right now, what do I do?",47,100,22,tried topping fund seem pending want buy something right,100,3.590909090909091,3,3
I made a transfer into my account and now I need to cancel it,8,61,14,made transfer account need cancel,61,3.4285714285714284,0,2
Please provide me with the restrictions of the disposable cards.,29,64,10,please provide restriction disposable card,64,5.5,1,1
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",20,145,30,pound cash withdrawal made account didnt make pretty sure card compromised help,145,3.8666666666666667,5,3
How come I was charged extra when I withdrew cash?,19,50,10,come charged extra withdrew cash,50,4.1,1,3
Your machine took my card. How do I get it back?,18,48,11,machine took card get back,48,3.4545454545454546,2,3
Will this card work all over the world?,10,39,8,card work world,39,4.0,1,1
Where is the money I pushed it's on my mobile app as being withdrawn.,75,69,14,money pushed mobile app withdrawn,69,4.0,2,2
Can you please explain how to transfer money using the bank transfer process?,65,77,13,please explain transfer money using bank transfer process,77,5.0,1,1
"When I tried to pay for my bus ride, the contactless payment wouldn't work. How can I prevent this in the future?",23,113,22,tried pay bus ride contactless payment wouldnt work prevent future,113,4.181818181818182,4,4
Do you know why my card payment is declined?,25,44,9,know card payment declined,44,4.0,1,1
"Hi. I'm a new customer to your system and I think something isn't working right - or maybe it is. Maybe you can confirm. I tried to top up today (my first time ever) and it's been stuck at ""pending"" for over an hour now. Is it supposed to do this or is there something wrong in the system?",47,289,59,new customer system think something isnt working right maybe maybe confirm tried top today first time ever stuck pending hour supposed something wrong system,289,3.9152542372881354,13,6
Will you charge me for topping up with a European card?,57,55,11,charge topping european card,55,4.090909090909091,1,2
Which fiat currencies are supported for holding and exchanging?,36,63,9,fiat currency supported holding exchanging,63,6.111111111111111,1,1
Can someone else use my account if they have my phone?  I lost mine.,42,68,14,someone else use account phone lost mine,68,3.857142857142857,2,2
I need to know where do my funds come from,70,42,10,need know fund come,42,3.3,0,1
Will be Apple Watch be able to let me top up?,2,45,11,apple watch able let top,45,3.1818181818181817,1,3
I was getting cash and the card got stuck inside,18,48,10,getting cash card got stuck inside,48,3.9,0,1
Can you please help me in canceling my order.,52,45,9,please help canceling order,45,4.111111111111111,1,1
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,5,153,30,whats normal time frame transfer account making transfer doesnt appear need know thing went okay,153,4.133333333333334,5,5
I topped up my account but the app failed to process it.,59,56,12,topped account app failed process,56,3.75,1,1
"new customer and filling gas today, it's not working, the thing shows pending half an hour!",47,91,16,new customer filling gas today working thing show pending half hour,91,4.75,4,0
When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,49,121,27,drunk got card stuck machine mistyped pin need get restored,121,3.5185185185185186,3,8
I believe that my card has been stolen!,41,39,8,believe card stolen,39,4.0,1,1
Can i choose a specific delivery date?,12,38,7,choose specific delivery date,38,4.571428571428571,1,1
I want to know the source of my funds.,70,38,9,want know source fund,38,3.3333333333333335,1,1
My card got stuck in an ATM.,18,28,7,card got stuck atm,28,3.142857142857143,1,4
Now that I live in the US how can I get a card?,24,47,13,live get card,47,2.6923076923076925,1,5
The application reverted my top-up.,61,35,5,application reverted topup,35,6.2,2,1
"My American Express is in my Apple Pay and the top up is failing, why?",2,70,15,american express apple pay top failing,70,3.7333333333333334,2,5
What should I do?  I topped off but the app reversed  it.,61,57,12,topped app reversed,57,3.6666666666666665,2,3
Why did I only get $20 now the full amount I wanted?,75,52,12,get full amount wanted,52,3.4166666666666665,2,3
Can you tell me where I can order a disposable virtual card?,37,60,12,tell order disposable virtual card,60,4.083333333333333,1,2
I am planning activating my card was it possible?,0,49,9,planning activating card possible,49,4.555555555555555,1,1
"got married, need to change account name",30,40,7,got married need change account name,40,4.857142857142857,1,0
Am I able to do a SWIFT transfer?,56,33,8,able swift transfer,33,3.25,1,7
Can I use my card at an ATM?,3,28,8,use card atm,28,2.625,1,5
Which cards and currencies are supported?,54,41,6,card currency supported,41,6.0,1,1
Where do I obtain my virtual card?,40,34,7,obtain virtual card,34,4.0,1,2
Why can't I use my American Express with Apple Pay to top up my account?,2,72,15,cant use american express apple pay top account,72,3.8666666666666667,2,6
"There has been an unusual withdrawal from my account, can you help?",20,67,12,unusual withdrawal account help,67,4.666666666666667,2,1
ATM only gave me $20 instead of $100,75,36,8,atm gave instead,36,3.625,2,3
Will my card be accepted all over the world?,10,44,9,card accepted world,44,4.0,1,1
Where can I locate my card PIN?,38,31,7,locate card pin,31,3.5714285714285716,1,5
Can I have a third card?,39,24,6,third card,24,3.1666666666666665,1,2
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,17,132,23,seems something went wrong exchange changed russian ruble pound charged entirely much,132,4.782608695652174,2,6
I have never been charged a card payment fee before. Why did this change?,15,73,14,never charged card payment fee change,73,4.285714285714286,2,2
I was wondering how I could have two charges for the same item happen more than once in a 7 day period. Is there anyway I could get this corrected asap.,63,152,31,wondering could two charge item happen day period anyway could get corrected asap,152,3.935483870967742,2,4
My purchases from this morning still have pending payments.,45,59,9,purchase morning still pending payment,59,5.666666666666667,1,1
Where can I activate my card?,0,29,6,activate card,29,4.0,1,2
How long will it take to transfer something to China urgently?,67,62,11,long take transfer something china urgently,62,4.7272727272727275,1,2
Are there restrictions for ordering extra cards?,39,48,7,restriction ordering extra card,48,6.0,1,1
"Please tell me, do you use Visa or Mastercard?",73,46,9,please tell use visa mastercard,46,4.222222222222222,2,3
can usa residents get a card?,24,29,6,usa resident get card,29,4.0,1,0
Assist me please with card activation.,0,38,6,assist please card activation,38,5.5,1,1
I need to know what flat currencies you support for holding and exchange.,36,73,13,need know flat currency support holding exchange,73,4.6923076923076925,1,1
I found a direct debit I would like to dispute,28,46,10,found direct debit would like dispute,46,3.7,0,2
For some reason my contactless has stopped working. I don't know what the problem is. What can I do?,23,100,19,reason contactless stopped working dont know problem,100,4.315789473684211,4,4
How long does it take for money to transfer?,5,44,9,long take money transfer,44,4.0,1,1
I need my card as soon as possible.,12,35,8,need card soon possible,35,3.5,1,1
What do the disposable cards do?,37,32,6,disposable card,32,4.5,1,1
HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it?,53,124,22,help account deducted already seller say havent received money yet expect,124,4.681818181818182,4,7
There is a fee on my account. Why?,15,34,8,fee account,34,3.375,2,2
The exchange rate was wrong when I bought something outside the country.,17,72,12,exchange rate wrong bought something outside country,72,5.083333333333333,1,2
What foreign exchange rate will I get?,32,38,7,foreign exchange rate get,38,4.571428571428571,1,2
What to do if my card has been used without my permission?,22,58,12,card used without permission,58,3.9166666666666665,1,1
Please tell me how to verify my top up card.,71,44,10,please tell verify top card,44,3.5,1,1
I was wondering if you will take any fees in exchange for top ups?,57,66,14,wondering take fee exchange top ups,66,3.7857142857142856,1,1
Which ATM's accept my card?,3,27,5,atm accept card,27,4.6,2,4
Why hasn't my friend received the transaction?,66,46,7,hasnt friend received transaction,46,5.714285714285714,2,1
I am not able to make a purchase because there is an issue with my card,53,71,16,able make purchase issue card,71,3.5,0,1
How long until my friend receives my transaction?,66,49,8,long friend receives transaction,49,5.25,1,1
How long do I need to wait to see an update after I make a bank transfer?,5,73,17,long need wait see update make bank transfer,73,3.3529411764705883,1,3
I lost my phone and need help securing it.,42,42,9,lost phone need help securing,42,3.7777777777777777,1,1
Can I use a credit card from the US to top up?,54,46,12,use credit card top,46,2.9166666666666665,1,4
How long does a transfer take?,48,30,6,long transfer take,30,4.166666666666667,1,1
How do I receive a refund for my item?,52,38,9,receive refund item,38,3.3333333333333335,1,2
Do I need any kind of proof for the identity check?,69,51,11,need kind proof identity check,51,3.727272727272727,1,2
I am locked out from entering my pin.,49,37,8,locked entering pin,37,3.75,1,1
Do you charge a fee on currency exchange?,31,41,8,charge fee currency exchange,41,4.25,1,1
what is the average wait for transfers,67,38,7,average wait transfer,38,4.571428571428571,0,0
How long will it take for the money to reach my account?,67,56,12,long take money reach account,56,3.75,1,1
"Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.",52,189,36,hello recently made purchase decided cancel purchase way cancel transaction get money back important,189,4.277777777777778,5,5
I can't use my card for anything,14,32,7,cant use card anything,32,3.7142857142857144,1,1
"How long does it take to activate the card, as it does not look like its working?",0,81,17,long take activate card look like working,81,3.823529411764706,2,1
I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service,64,243,42,make payment place abroad using account since use frequently wondering fee increase suddenly rather decreasing would think customer like receive incentive using service,243,4.809523809523809,1,3
"There's a €1 fee on my statement, why?",34,38,8,there fee statement,38,3.875,3,1
Do I have a say when it's delivered?,12,36,8,say delivered,36,3.625,2,2
Why did my top up get reverted?,61,31,7,top get reverted,31,3.5714285714285716,1,1
It looks like my card payment might have been reverted.,53,55,10,look like card payment might reverted,55,4.6,1,1
During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?,64,241,43,last month used account make payment place abroad noticed fee increased wonder shouldnt frequent user le fee incentive keep using instead increasing nowhere,241,4.627906976744186,4,5
Does it cost to add money to my card?,57,37,9,cost add money card,37,3.2222222222222223,1,1
Is it possible to change my address?,30,36,7,possible change address,36,4.285714285714286,1,1
How long does a UK transfer take?,5,33,7,long transfer take,33,3.857142857142857,1,3
"While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain?",21,116,27,vacation spain think someone saw pin need change atm spain,116,3.3333333333333335,2,12
"I've just moved address from a place in Durham to a place in Walton-On-The-Naze.  I have a new landlord at my new house and they haven't got my payment but I know I sent it on time, can you check they got it please?",66,215,44,ive moved address place durham place waltononthenaze new landlord new house havent got payment know sent time check got please,215,3.8863636363636362,8,9
"i put in money for vacation and its not showing. i need that money today, how long will it take",48,95,20,put money vacation showing need money today long take,95,3.8,2,0
I got less cash because of the exchange rate.,76,45,9,got le cash exchange rate,45,4.111111111111111,1,1
The app denied my topped up.,59,28,6,app denied topped,28,3.8333333333333335,1,1
My phone was left at a hotel and I can't access the app.,42,56,13,phone left hotel cant access app,56,3.3846153846153846,2,2
My top up is not working,59,24,6,top working,24,3.1666666666666665,0,1
Please help me set up a new PIN.,21,32,8,please help set new pin,32,3.125,1,4
Why isn't my cash deposit showing up in my account?,6,51,10,isnt cash deposit showing account,51,4.2,2,1
"My bank card has expired, how can I get a new physical card?",9,60,13,bank card expired get new physical card,60,3.6923076923076925,2,2
How do I fix my card if it is broken?,14,37,10,fix card broken,37,2.8,1,2
The top-up card is verified how?,71,32,6,topup card verified,32,4.5,2,1
Is it possible for me to top up with cash?,58,42,10,possible top cash,42,3.3,1,1
The app reverted what I topped up.,61,34,7,app reverted topped,34,4.0,1,2
"I did a cash deposit to my account, but I am not seeing it on my statement.",6,75,17,cash deposit account seeing statement,75,3.4705882352941178,2,2
Is this app capable of exchanging currencies?,33,45,7,app capable exchanging currency,45,5.571428571428571,1,1
My address has changed.,30,23,4,address changed,23,5.0,1,1
I need to know your exchange rates.,32,35,7,need know exchange rate,35,4.142857142857143,1,1
I was charged twice for the same purchase!,63,42,8,charged twice purchase,42,4.375,1,1
I didn't initiate a direct debit that I see on my account,28,57,12,didnt initiate direct debit see account,57,3.8333333333333335,1,2
Do you support countries other than mine?,24,41,7,support country mine,41,5.0,1,1
i didnt put that money in my account,20,36,8,didnt put money account,36,3.625,0,0
I haven't received my PIN yet. Do I need to get it from you?,38,60,14,havent received pin yet need get,60,3.357142857142857,3,6
Can you tell me where my readily available cash has come from?,70,62,12,tell readily available cash come,62,4.25,1,1
How do I get another card,39,25,6,get another card,25,3.3333333333333335,0,2
How do I get refunded?,52,22,5,get refunded,22,3.6,1,2
What are the charges for receiving money?,56,41,7,charge receiving money,41,5.0,1,1
Explain pending transactions.,46,29,3,explain pending transaction,29,9.0,1,1
Is ordering a new card from China available?,9,44,8,ordering new card china available,44,4.625,1,2
"Hi, Last week I have contacted the seller for a refund as directed by you, but i have not received the money yet. Please look into this issue with seller and help me in getting the refund.",51,188,37,last week contacted seller refund directed received money yet please look issue seller help getting refund,188,4.108108108108108,4,4
Why is a transaction showing as pending when I recieved cash from an ATM?,46,73,14,transaction showing pending recieved cash atm,73,4.285714285714286,1,5
Explain the extra fee on my card when paying.,15,45,9,explain extra fee card paying,45,4.111111111111111,1,1
I've tried my card a bunch of times and it never worked.,14,56,12,ive tried card bunch time never worked,56,3.75,2,1
"After a transfer, I see an extra fee.  Why?",64,43,9,transfer see extra fee,43,3.7777777777777777,3,3
There is a strange charge on my debit statement,28,47,9,strange charge debit statement,47,4.333333333333333,0,1
What do I do if I can't prove my identity?,68,42,10,cant prove identity,42,3.3,2,3
I am unable to use my card.,14,27,7,unable use card,27,3.0,1,1
"I only made one transaction at this place, but it's appearing multiple times.",63,77,13,made one transaction place appearing multiple time,77,5.0,3,1
Can I get the Mastercard?,73,25,5,get mastercard,25,4.2,1,3
Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later.,53,176,37,please tell card payment going try buy something online put card payment take come back later,176,3.7837837837837838,2,4
I left my phone at the hotel.,42,29,7,left phone hotel,29,3.2857142857142856,1,1
I made a transfer 12 hours ago. Why is it still listed as pending?,48,66,14,made transfer hour ago still listed pending,66,3.7857142857142856,2,2
I live in the US but want to get a card,24,39,11,live want get card,39,2.6363636363636362,0,3
"My PIN is not working, can you help?",49,36,8,pin working help,36,3.625,2,4
Why did you revert my top up?,61,29,7,revert top,29,3.2857142857142856,1,1
How do I add a card to the app?,13,31,9,add card app,31,2.5555555555555554,1,2
Why can't I verify my id?,68,25,6,cant verify,25,3.3333333333333335,2,2
"The expiration of my card is near, how do I order a new card?",9,61,14,expiration card near order new card,61,3.4285714285714284,2,2
Do you accept cash?,58,19,4,accept cash,19,4.0,1,1
I want to go back on what I did this morning,8,44,11,want back morning,44,3.090909090909091,0,2
Why doesn't it work when I use American Express to try to add money to my account?,54,82,17,doesnt work use american express try add money account,82,3.8823529411764706,2,4
What does it mean if my cash withdrawal does not show up properly?,46,66,13,mean cash withdrawal show properly,66,4.153846153846154,1,1
Do you limit my top-ups?,60,24,5,limit topups,24,4.0,2,1
What countries do your accounts send and receive to?,24,52,9,country account send receive,52,4.888888888888889,1,1
How do I order a virtual card?,40,30,7,order virtual card,30,3.4285714285714284,1,2
My card was confiscated by an ATM. How do I get my card back?,18,61,14,card confiscated atm get card back,61,3.4285714285714284,2,6
Do you have any card fees if I want to add money using an international card?,57,77,16,card fee want add money using international card,77,3.875,1,2
Help me activate my new card.,0,29,6,help activate new card,29,4.0,1,1
Why did I not get the amount of money I requested?,75,50,11,get amount money requested,50,3.6363636363636362,1,3
Why is my disposable virtual card being denied?,72,47,8,disposable virtual card denied,47,5.0,1,1
Is it possible for me to get a virtual card?,40,44,10,possible get virtual card,44,3.5,1,1
I bought something this morning and the payment is still pending,45,64,11,bought something morning payment still pending,64,4.909090909090909,0,1
What type of ID do you accept?,69,30,7,type accept,30,3.4285714285714284,1,3
My card is about to expire. What do I need to do to keep using my card?,9,71,17,card expire need keep using card,71,3.235294117647059,2,3
I want to terminate my account,55,30,6,want terminate account,30,4.166666666666667,0,1
I was informed that transfers were free. I noticed I have a fee but why?,64,72,15,informed transfer free noticed fee,72,3.8666666666666667,2,3
How do I top up? Can I use my apple watch?,2,42,11,top use apple watch,42,2.909090909090909,2,4
How many different currencies can I have my money in?,36,53,10,many different currency money,53,4.4,1,2
how to get new card?,23,20,5,get new card,20,3.2,1,0
"Visa and MasterCard, can I get them both?",73,41,8,visa mastercard get,41,4.25,2,4
I'm worried that my card has been compromised because I see a payment that I didn't make.,16,89,17,worried card compromised see payment didnt make,89,4.294117647058823,3,3
I've made a bank transfer but the money doesn't seem to be in my account.,5,73,15,ive made bank transfer money doesnt seem account,73,3.933333333333333,3,1
Can I use the system Google Pay for top-ups?,2,44,9,use system google pay topups,44,4.0,2,4
I would like to order a virtual card.,40,37,8,would like order virtual card,37,3.75,1,1
"Hi, I was looking over my card receipts for the past week and I realize I had a charge put through two times for the same single restaurant visit. Can one of the charges be removed so that I can get the money back that was mistakenly taken from my account?",63,256,51,looking card receipt past week realize charge put two time single restaurant visit one charge removed get money back mistakenly taken account,256,4.03921568627451,3,6
I think someone is using my card to make transactions I don't remember.,22,71,13,think someone using card make transaction dont remember,71,4.538461538461538,2,2
"While getting cash, I was charged a fee.",19,40,8,getting cash charged fee,40,4.125,2,2
I put some cash into my account but it's not displaying that on my balance.,6,75,15,put cash account displaying balance,75,4.066666666666666,2,1
How do I deal with a blocked PIN?,49,33,8,deal blocked pin,33,3.25,1,5
I cannot use my disposable virtual card.,72,40,7,use disposable virtual card,40,4.857142857142857,1,1
Why didn't my friend's transaction arrive yet?,66,46,7,didnt friend transaction arrive yet,46,5.714285714285714,3,1
I payed with a card and was charged an extra fee,15,48,11,payed card charged extra fee,48,3.4545454545454546,0,1
Is there a charge for a physical card?,43,38,8,charge physical card,38,3.875,1,1
Can apple pay handle top up exchanges?,2,38,7,apple pay handle top exchange,38,4.571428571428571,1,1
When should I expect my card?,12,29,6,expect card,29,4.0,1,2
I need it delivered by Saturday.,12,32,6,need delivered saturday,32,4.5,1,2
How do I find out how or where this transaction on my account came from?,16,72,15,find transaction account came,72,3.8666666666666667,1,2
It's been a week since I ordered my card and it's not here. Please help?,11,72,15,week since ordered card please help,72,3.8666666666666667,4,3
Why is the check I deposited this morning not showing up?,6,57,11,check deposited morning showing,57,4.2727272727272725,1,2
What is the reason my top-up is still pending?,47,46,9,reason topup still pending,46,4.222222222222222,2,1
When my card expires do you send a new card?,9,44,10,card expires send new card,44,3.5,1,1
My PIN has been blocked.,49,24,5,pin blocked,24,4.0,1,4
