text,label,text_length,word_count
"The top-up has a definite problem! I regularly use your service and haven't had a problem before, but now the top-up just shows pending. Please tell my why it continues to show pending.",47,185,33
"I tried topping up but my funds seem to be pending. I want to buy something right now, what do I do?",47,100,22
I made a transaction this morning and would like to revert it.,8,62,12
Can i cancel a charge?,8,22,5
Can I cancel my transaction?,8,28,5
I made a transaction but did it to the wrong account.,8,53,11
Tell me how to cancel a transfer.,8,33,7
I need you to cancel a transfer that I made.  It is the wrong account number and the app won't let me stop the transaction.  Please stop it!,8,140,28
"I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through",8,115,20
I would like to revert a transaction I did this morning,8,55,11
If I make a transaction can I cancel it?,8,40,9
How can I cancel a transfer?,8,28,6
Is there any way to cancel a transfer?,8,38,8
I accidentally made a transaction to the wrong account.,8,55,9
I want to cancel a transfer right away! Can you help?,8,53,11
Help me cancel my transaction,8,29,5
"This is URGENT, I typed the wrong payment information for a payment I needed to make and have clicked send, I need to reverse the transaction immediately.",8,154,27
Can I cancel a transfer,8,23,5
I want to reverse my transaction from earlier,8,45,8
Is there a way to revert my transaction from this morning?,8,58,11
I'd like to cancel a transfer,8,29,6
Can I cancel a transfer if is already processed?,8,48,9
I transferred the wrong amount and would like to cancel the transaction.,8,72,12
I made a mistake when I did a transfer so now what can I do to fix that?,8,72,18
I need to cancel an incorrect transaction.,8,42,7
How do I cancel my transfer?,8,28,6
I made a mistake with a transaction!,8,36,7
I submitted a transaction to the incorrect account.,8,51,8
The transfer I just made needs to be cancelled right now. It was my mistake. Please help me cancel it before it goes through!,8,125,24
I want to go back on what I did this morning,8,44,11
Can a transaction be cancelled?,8,31,5
How do i cancel my transaction?,8,31,6
My transaction needs to be canceled.,8,36,6
I need to make an immediate cancellation related to a transfer. This was a mistake. Please assist quickly so this does not actually go through.,8,143,25
I made a mistake and need to cancel a transaction,8,49,10
I made an error in payment yesterday and I need it fixed asap because it's for my rent tomorrow.,8,96,19
Cancel my last transfer,8,23,4
"My recent transfer needs to be cancelled immediately; it was a mistake, please can you cancel it before it goes through?",8,120,21
I need help cancelling a transaction.,8,37,6
I don't want the transaction to go through now,8,46,9
Can I change the amount I made on a payment that I made to the payment is correct.,8,82,18
Please help me!  I need to cancel a transaction.,8,48,9
can you limit my top up?,60,24,6
Am I free to top-up as much as I want?,60,38,10
Is there a top up limit for my account?,60,39,9
What is the limit to top up?,60,28,7
How much money can i top up?,60,28,7
What are the restrictions to top-offs?,60,38,6
Are the top-ups limited?,60,24,4
what is the top up limit,60,24,6
I need to find out what is the limit for top-ups.,60,49,11
Do you have a limit to top ups?,60,31,8
What is maximum top up?,60,23,5
How can I tell what the limit is to top-ups?,60,44,10
Is there a limit to top-up amounts?,60,35,7
Is there any limit to the amount I can add to a card at a time?,60,63,16
I want to know if there is a maximum I can top up.,60,50,13
What is the limit to a top-up?,60,30,7
Tell me if there are any top-up limits?,60,39,8
How can I top-up my limit?,60,26,6
Is there a limit to top-ups?,60,28,6
Can I top-up as much as I want?,60,31,8
Can you tell me the limits for top ups?,60,39,9
When I top up what are the amoutn limits.,60,41,9
Is there a limit on top-ups?,60,28,6
What is the top-ups limit?,60,26,5
Are there limits to top-ups?,60,28,5
Is there a maximum amount of top-ups?,60,37,7
Do you have a top-up limit?,60,27,6
What's the top up limit?,60,24,5
What is the limit to top-up?,60,28,6
How much can I top-up to my card at a time?,60,43,11
how much can i top up?,60,22,6
what is the most i can top up?,60,30,8
Is there a limit to how high I can top-up?,60,42,10
Is there an amount limit to my top-up?,60,38,8
Is there a limit for top-ups?,60,29,6
Is there a maximum i can top up?,60,32,8
How can I tell if there is a top-up limit?,60,42,10
Do you have any restrictions to my top-up?,60,42,8
As for limits are top ups included?,60,35,7
What are the top-up limits?,60,27,5
"I don't know if this is an issue with the ATM or my account, but I just tried withdrawing 30 pounds from the ATM I'm at now and it only gave me 10. Is this a glitch or what exactly is going on?",75,193,43
I didn't get all the cash I requested for at the ATM,75,52,12
How come the ATM gave me less cash than what I asked for?,75,57,13
Why did I not get my cash back after I withdrew?,75,48,11
I got less cash than the one I specified in the ATM,75,51,12
The amount of cash I received was incorrect,75,43,8
I'm at an ATM and withdrew 30 pounds and was only given 10. What should I do?,75,77,17
The ATM gave me the wrong amount of cash today when I went to withdraw. The app says it was more.,75,97,21
The amount of cash I received was different than what I requested.,75,66,12
"Hi. I just withdrew cash from an ATM and received the wrong amount. However, my app shows the correct amount I withdrew. How do I get the rest of the cash?",75,155,31
"The wrong amount of cash came out of the ATM today when I went to withdraw. When I looked at the app, it was showing it was much more.",75,134,29
I did not get as much cash as I requested at the ATM.,75,53,13
"How can I request cash back? The ATM just gave me the wrong amount, the app shows the amount that I've been actually charged though...",75,134,25
Where is the money I pushed it's on my mobile app as being withdrawn.,75,69,14
Why did I not get all the cash I asked for?,75,43,11
My cash withdrawal was partly declined,75,38,6
Why did I only get $20 when I tried to get $100,75,47,12
I have withdrawn cash from ATM but i received the wrong amount. I want cash back as in app its showing actual amount which i got. Please help me in this.,75,153,31
"I went to withdraw some cash earlier today, but seems the ATM gave me the wrong amount of cash! The amount showing up in the app is a lot more",75,142,30
I tried to get $100 but I just got $20,75,38,10
I have not received the amount of cash i was supposed to.,75,57,12
I asked for $100 cash but only got $20?,75,39,9
Where is the money that I asked for? I asked for more than I got!,75,65,15
I withdrew money but the full amount wasn't dispensed.,75,54,9
Something went wrong with my withdrawal. The amount of money isn't right.,75,73,12
I have got out the wrong amount from an ATM. Please tell me the process to get the cash back as in app its showing the amount i have been actually received.,75,156,32
I asked for 100 but only got 20.,75,32,8
I didn't receive the right amount of cash back,75,46,9
The ATM gave me less cash than I requested,75,42,9
"I didn't get as much cash as I asked for from the ATM, why?",75,59,14
What do I do if the ATM didn't give me the correct amount I withdrew? I pulled out 30 pounds and the ATM gave me 10 pounds.,75,123,27
"I tried to take out cash but the amount isn't right, so what do I do?",75,69,16
I didn't receive all the cash I asked for,75,41,9
I just got $20 when I tried to get $100,75,39,10
The right amount of cash was not sent to me.,75,44,10
The ATM didn't give me the the withdraw amount requested.,75,57,10
Why did I get less money than I asked for?,75,42,10
I didn't get the right amount at the ATM.,75,41,9
did not receive correct cash upon withdrawal,75,44,7
Will declined funds I tried to withdraw be returned to me?,75,58,11
I payed with a card and was charged an extra fee,15,48,11
I was charged a fee after using my card and I shouldn't have been.,15,66,14
Is there a reason I was charged a fee for using my card as payment? I've never had an extra fee before.,15,103,22
"I show another charge on my card from when I used it, why?",15,58,13
"Why do I get charged additional fees on some payments, but not others?",15,70,13
I used my card for a purchase and was charged a fee,15,51,12
Why was I charged for card payment?,15,35,7
There is an unauthorized fee.,15,29,5
I would appreciate that someone let me know when there is an extra charge for payments. I was checking the app earlier and saying a charge on one of my payments that was additional that no one made me aware of before.,15,217,42
Why was I charged an extra fee when paying with my card?,15,56,12
Why did I have to pay extra because I paid with card?,15,53,12
Why are there fees for card usage?,15,34,7
im not sure what this charge is for,15,35,8
What is the fee charged with this card payment?,15,47,9
When would my card be charged an extra fee for a transaction?,15,61,12
Why did I have to pay more when I do it with my card?,15,53,14
I made a card payment and a fee is showing up?,15,46,11
I have been charged a fee for paying with card,15,46,10
What is the fee on my card payment?,15,35,8
Why would I be charged a fee for card payment?,15,46,10
Will I always be charged a fee for using my card?,15,49,11
"Can I check somewhere if there will be a fee on my payment or not? Seems you are charging in some cases, what's the pattern there?",15,130,26
Paying in card resulted in a fee,15,32,7
I paid with card and I think there was a fee applied.,15,53,12
So what items  actually come  with  extra  fees,15,47,8
How do I avoid getting charged a fee on my card?,15,48,11
Is there a fee when you pay with your card?,15,43,10
I have been charged with a fee for paying with my card.,15,55,12
For the first time I got a fee on my account. How do I know when you charge these fees?,15,87,20
Someone needs to make me aware when there are extra charges for payments. I happened to be looking at the app earlier and noticed a charge associated to a payment that was extra that no one made me aware of before at all.,15,221,43
Is using my card free?,15,22,5
Why was I charged an extra fee when using a card?,15,49,11
What fees apply when using a card?,15,34,7
Why do you charge for payments? Why aren't your charges clearly laid out in the agreement?,15,90,16
Why was I charged a fee when I paid with card?,15,46,11
There is a fee on my account. Why?,15,34,8
Why do you charge fees on card payments?,15,40,8
I was charged a fee for a card payment. Why?,15,44,10
Why was a charged a fee for using the card?,15,43,10
They charged me for paying with my card.,15,40,8
"I completed an in country transfer a few days ago and was sure to check the account information several times since the transaction was completed, but the funds are still not available. What is the problem?",66,206,36
My money transfer has not arrived.,66,34,6
I am still waiting for a transaction to be completed,66,52,10
I made a money transaction but the recipient can't see it,66,57,11
I tried to send someone money but they haven't received it.,66,59,11
How long does it take for a transfer to get to a recipient?,66,59,13
How can the recipient see my money transaction?,66,47,8
I transferred money but the recipient says it has not arrived. Why would this be?,66,81,15
The transfer I did hasn't arrived,66,33,6
how long do money transfers take?,66,33,6
I transferred some money and it didint arrive,66,45,8
Where is the transfer I started?,66,32,6
transaction failed?,66,19,2
"I just finished sending money, but it's not logging on the recipient side.",66,74,13
I completed a money transaction but the recipient hasn't received it,66,68,11
The receipient doesn't see my money transfer.,66,45,7
"I transferred the rent payment for my new place a couple days ago but the landlord says it's not there yet, despite showing up as done on my side. I checked the account number I sent it to and it's definitely correct. Can you please verify if the transaction really went through or not?",66,286,54
I need to find out why my transfer didn't get there.,66,52,11
"I've just moved address from a place in Durham to a place in Walton-On-The-Naze.  I have a new landlord at my new house and they haven't got my payment but I know I sent it on time, can you check they got it please?",66,215,44
I sent money.  They haven't received it.,66,40,7
"Hey, I need some help figuring out way my transfer is not complete yet. My Landlord hasn't got the money yet.She should have received it by now.",66,144,27
"The day before yesterday, I performed a transfer which was within this country. It still hasn't gone through. Can you check on that? The account number is definitely correct, as I've checked and double checked.",66,210,35
"I'm having a problem with a money transfer.  I sent some money to a friend a couple of hours ago, and they haven't received it yet.  Why hasn't it gotten to them? How long do transfers need to go through?",66,204,40
I transferred some money but the receiver can't pick it up for some reason.,66,75,14
Where is the transaction I made to a friend?,66,44,9
My friend still hasn't gotten a transaction I made.,66,51,9
Im waiting for my transaction to go through.,66,44,8
I made a transaction and it is taking a very long time to go through.,66,69,15
Is there a reason why my transaction is taking so long?,66,55,11
How long will it take for my transaction to be completed?,66,57,11
I sent some money and the receiver can't access it.,66,51,10
I sent my friend some money a few hours ago but she has not received it yet. She really needs it. How long does this take?,66,122,26
The person I sent money to hasn't gotten it yet!,66,48,10
When will my funds transfer?,66,28,5
"How long does it take for transfers to finish?  I sent funds to my pal, and she says that she has not gotten anything.",66,118,24
"How long do transfers need to come through? I sent some money to a friend, she needs it urgently, but seems it's still not there yet after a couple hours.",66,154,30
How long until my friend receives my transaction?,66,49,8
Why hasn't my recipient received their money?,66,45,7
I am still awaiting the completion of the transaction.,66,54,9
I transferred some money but the recipient is having trouble withdrawing.,66,73,11
"To add money to my account, what currencies can I use?",54,54,11
"I need support options, I want to top my card",54,45,10
I have 1 other US card.  Can you take that?,54,43,10
What are the cards and currencies that are supported?,54,53,9
What currencies are accepted for adding money?,54,46,7
What kind of currencies can I use to add money?,54,47,10
I only own one other credit card from the USA. Will it be accepted?,54,67,14
"If I only have 1 other US card, can you take it?",54,48,12
Can I use my American Express to add money to my account?,54,57,12
can you tell me what cards and currencies you take?,54,51,10
Can I use American Express to add money into my account?,54,56,11
Will you accept my other card from the U.S.?,54,44,9
What is accepted in regards to cards and currencies?,54,52,9
Will you accept my other card?,54,30,6
I would like to add money to my account through my American Express.,54,68,13
Which cards do you guys support? I want to top up using my credit card.,54,71,15
What credit cards are supported?,54,32,5
What cards and currencies do you support?,54,41,7
How do I transfer funds from my American Express into my account?,54,65,12
How can I use American Express to add money to my account?,54,58,12
"When adding money, what are the currencies you take?",54,52,9
Which forms of currency are accepted?,54,37,6
Are US credit cards accepted?,54,29,5
"I want to add money but don't know what currencies you accept, can you tell me?",54,79,16
why wouldn't you support american express? its a card i like and use often and i don't want to get a different one,54,114,23
Tell me which cards and what currency is supported.,54,51,9
Do you support all cards and currencies?,54,40,7
Which credit or debit cards can I use to top up?,54,48,11
What options do I have in regards to payment?,54,45,9
I just have one other card from the US. Is that okay?,54,53,12
What are all the currencies and cards supported to use this?,54,60,11
What cards to do you support to top up.,54,39,9
Do you accept other currencies besides US Dollars?,54,50,8
Can I use any currency to add money?,54,36,8
Is my currency okay to add money with?,54,38,8
What cards and currencies will suffice?,54,39,6
How can I use American Express to add funds to my account?,54,58,12
What cards and currencies are supported?,54,40,6
What currencies or cards do you support for topping up?,54,55,10
Which cards and currencies do you support?,54,42,7
Where can I obtain my virtual card?,40,35,7
How do you get a virtual card?,40,30,7
Where can I find a virtual card?,40,32,7
Is there an option to have a virtual card?,40,42,9
If I don't want a physical card can i get a virtual version?,40,60,13
I requested a virtual card but it is not showing up. Why?,40,57,12
Can you tell me how to order a virtual card?,40,44,10
Where is the virtual card?,40,26,5
what is the virtual card,40,24,5
how do i get a virtual card?,40,28,7
Where do I order a virtual card from?,40,37,8
Why did I not get a virtual card yet?,40,37,9
How can I order virtual cards?,40,30,6
Can you tell me where I can order a virtual card?,40,49,11
Is it possible for me to get a virtual card?,40,44,10
Is this where I order a virtual card?,40,37,8
What are the steps to getting a virtual card?,40,45,9
help me obtain a virtual card,40,29,6
Where is the virtual card located?,40,34,6
Where can I order a virtual card?,40,33,7
Where do I obtain my virtual card?,40,34,7
I want a virtual card!,40,22,5
I want one of those virtual cards!,40,34,7
Are virtual cards available to get?,40,35,6
Can you help me sign up for a virtual card?,40,43,10
Can I get a copy of the card by email?,40,38,10
Where do I find the virtual card?,40,33,7
why do i not have a virtual card,40,32,8
How do I order a virtual card?,40,30,7
"I thought I was going to get a virtual card but I haven't received it yet, how can we resolve this?",40,99,21
Please help me get a virtual card.,40,34,7
Can I order a virtual card?,40,27,6
Where can I go to get a virtual card?,40,37,9
Where are the virtual cards located?,40,36,6
I would like a virtual card- where can I purchase one?,40,54,11
When should I receive my virtual card?,40,38,7
I need to reorder my virtual card!,40,34,7
Where can I get a virtual card?,40,31,7
Is there a way to obtain a virtual card?,40,40,9
Can I have one of the virtual cards?,40,36,8
Will my card be accepted all over the world?,10,44,9
Who accepts this card?,10,22,4
Can I use my card for payment all over the world?,10,49,11
It will be fine to use at any establishment that accepts Mastercard.,10,68,12
Where can the card be used?,10,27,6
Can my card be used everywhere?,10,31,6
Are there any limits on where I can use my card?,10,48,11
What stores can I sue my card?,10,30,7
Can I use my card anywhere I want?,10,34,8
Is there anywhere my card will not be accepted?,10,47,9
What are the rules to where I can use my card?,10,46,11
Do you know where my card will be accepted?,10,43,9
What places can I use my card?,10,30,7
Is my card accepted everywhere?,10,31,5
What places will accept my card for payment?,10,44,8
Does this card work everywhere?,10,31,5
"

What businesses accept this card?",10,35,5
Where can I use my card?,10,24,6
Which outlets accept my card?,10,29,5
"I am traveling to Germany, Will I be able to use my card there?",10,63,14
What stores will take my credit card as payment?,10,48,9
Is there any place I cannot use my card?,10,40,9
Will I be able to use my card anywhere?,10,39,9
Is my card usable anywhere?,10,27,5
Is it acceptable to use my card anywhere?,10,41,8
Can I use my card everywhere?,10,29,6
Where is my card accepted?,10,26,5
Where can I pay with my debit or credit card?,10,45,10
Where should my card work?,10,26,5
areas card is accpeted,10,22,4
places i can use the card,10,25,6
Can I make online purchases with my card?,10,41,8
Does every place of business accept this card?,10,46,8
What places will accept my card?,10,32,6
Can I use my card anywere?,10,26,6
Will any business take this card?,10,33,6
Will filling stations accept my card?,10,37,6
Where am I able to use the card?,10,32,8
What can I use my card to pay for?,10,34,9
Who accepts my card?,10,20,4
My top-up was cancelled; will I receive a refund?,61,49,9
How do I fix a reverted top up?,61,31,8
Is it possible to tell if my top up has reverted?,61,49,11
"My top-up showed as complete, but it's no longer there! What's going on here?",61,77,14
"Hi, i don't know what's going on i've just paid for my top up twice by accident can you help me get a refund please.",61,116,25
It seems my top up is reverted?,61,31,7
The app wouldn't accept my top up.,61,34,7
"I topped up my account and even though it was confirmed at first, the money isn't there anymore! why did this happen, and where did my money go?",61,144,28
"I believe my money did not go through with my top up, was there a problem on your end?",61,86,19
"My top-up was reverted, why did this happen?",61,44,8
I put money into my account for the minimum balance but the application didn't accept.,61,86,15
Can you tell me if my top-up has been cancelled?,61,48,10
I got topped up but the application reverted it.,61,48,9
Why would my top up be cancelled?,61,33,7
There appears to have been a reversion in my top up,61,51,11
The application reverted my top-up.,61,35,5
I think my top-up was cancelled.,61,32,6
I believed crypto top up with something you offered. This does not seem to be working. The money has been removed from my account though so what's going on?,61,156,29
I topped up but the app reverted it,61,35,8
I went to top up and it is no longer there.  Was it sent back?,61,62,15
What happened to my top-up?,61,27,5
Can you tell me why my top up was reverted?,61,43,10
For what reason would a top up be reverted and returned to my account?,61,70,14
"When I topped up, the app reverted my funds.",61,44,9
What happened to where my top-up was canceled?,61,46,8
I tryed to make a top-up with cryptocurrency but the payment was referted.,61,74,13
The app reverted my top off.,61,28,6
The app reverted my action when I topped up.,61,44,9
Was my top up reversed?,61,23,5
"I see my top-up was canceled, but why?",61,38,8
Do you know if my top-up has been cancelled?,61,44,9
has my top-up has been cancelled,61,32,6
My top-up was revoked.,61,22,4
Causes of top-up cancellation,61,29,4
The app reverted what I topped up.,61,34,7
Has my top up been reverted?,61,28,6
Im very upset as my top-up was canceled and I have no idea why.,61,63,14
My top-up has been cancelled.,61,29,5
On my last transaction it seem that my top-up was not successful.,61,65,12
I'd like to know why my top-up was canceled please.,61,51,10
I tried making an update to my balance using cheque just yesterday but it doesn't appear to have worked. Should this not be a faster process? I need you to please check over my account because something has went wrong.,6,218,40
How come I don't see my deposit in my account yet?,6,50,11
Is there a reason why my account isn't updating because I used a check to  balance my account?,6,94,18
"I don't know why the deposit I made a week ago still hasn't showed up, I really need the money now.",6,99,21
I made a cash deposit almost a week ago but it's still not there!! please sort this out asap I need the money,6,109,23
Where is my cash deposit?,6,25,5
How can I get the cash deposit to show up on my account?,6,56,13
When will I see the cash I deposited this morning as available?,6,63,12
cash from this morning has not deposited,6,40,7
Where is the cash from my cheque I recently deposited?,6,54,10
Cash deposit to my account but it has not appeared.,6,51,10
"When I deposit cheques and cash, my balance does not update.",6,60,11
I made a deposit this morning but it is still pending?,6,54,11
cash deposit to my account has shown a red flag.,6,48,10
I have paid money into my account but it doesn't show.,6,54,11
The balance on my account wasn't updated after I made a depost.,6,63,12
Are cheques accepted to my account? Mine didn't seem to work.,6,61,11
I deposited a check but my balance is still the same.,6,53,11
IM still waiting for my account to update from a cash deposit?,6,62,12
"I Submitted a cheque couple days ago, nothing happened to my account yet.Would you please check What could be the possible issue?",6,129,22
Where is my deposit?,6,20,4
My bank statement doesn't show the cash deposit I made recently.,6,64,11
My cash deposit from a week ago hasn't shown up. I need the money - how quickly can you sort this out?,6,102,22
Why didn't my balance update after my cash or checque deposit?,6,62,11
Why is the cash deposit not showing up in my account?,6,53,11
I made a deposit of cash and check that has not been added to my balance.,6,73,16
Why hasn't my balance increased after depositing a check?,6,57,9
Why does my account not accept cash deposits?,6,45,8
What happened to the cash that I tried to deposit into my account? It's gone!,6,77,15
"I had a cheque deposited, but I still haven't seen the cash.",6,60,12
"A cheque deposit hasn't posted to my account, when will my balance update?",6,74,13
I submitted a cash deposit to my account but it hasn't posted yet.,6,66,13
I sent a cheque  a few days ago and nothing has happened to my account yet. Can you please check on this for me?,6,112,24
Has the check I deposited cleared to I can get the cash?,6,56,12
How long does it take to process cheque deposits?,6,49,9
How come my cash deposit is not showing up. This can't be right. There must be some mistake. Where did my cash go. You better not have lost it as I need this money asap.,6,169,35
I deposited cash this morning and I am still waiting,6,52,10
Balance hasn't been updated following a cheque or cash deposit,6,62,10
I tired to deposit some cash into my account but it's not there,6,63,13
"I sent you a cheque couple days ago, nothing happened to my account yet! This is unacceptable, where is my money??",6,114,21
I have a strange payment in my statement,16,40,8
There is a charge on my card that I did not make,16,48,12
I saw a payment i did not do,16,28,8
There is a payment that is not mine in the app.  Please advise/,16,63,13
An unauthorized payment is in my app,16,36,7
I did not make this card payment.,16,33,7
What should I do if I see a payment I didn't make?,16,50,12
I found an unauthorized card payment,16,36,6
there is a transaction on my account that i didnt make,16,54,11
I don't recall making that payment?,16,35,6
There are some payments with my card that I don't know where they are coming from. Just checked today and it's been since a couple days as well! What to I do? Can I revert this retrospectively? My card needs to be frozen immediately as well!,16,241,46
Has someone accessed my card there are payments I did not make that are showing up on the app.,16,94,19
There are some strange charges on my card that I didn't make from a few days ago.  Is my card stolen and if so should I cancel it?  Will I get refunded the charges?,16,164,34
Why would there be a payment on my account I don't recognize?,16,61,12
I have a payment I didn't do,16,28,7
There is a payment that is not mine.,16,36,8
Can you freeze my account?  I just saw there are transactions on my account that I don't recognize.  How can I fix this?,16,120,23
There is a card payment I do not recognise.,16,43,9
I don't recognise a card payment,16,32,6
Payment i did not do,16,20,5
"Please put a freeze on my card,  I am worried there has been some payments on it and I don't know what for.",16,107,23
I think my statement has a fraudulent charge,16,44,8
"I'm concerned about a payment that has recently been made on my card.  I do not recognize the name that the transaction went to, can you help me?",16,145,28
What should I do to get transactions off of my account if I didn't make them?  My card must have been compromised and I need to freeze it asap!,16,143,29
I have a payment listed in error.,16,33,7
What can I do about some payments on my card I didn't make.  Please put a freeze on my card till we can figure this out.,16,120,26
I'm not familiar with a card payment.,16,37,7
I have an unauthorized transaction on my statement,16,50,8
There is a payment in the App that is not mine.,16,47,11
I don't know where this transaction came from?,16,46,8
I see a charge on my account that I don't recall making. I feel like my account may have been compromised.,16,106,21
"I know I didn't make this payment showing up on my card, I don't remember this person at all.",16,93,19
Somebody used my card to make a purchase,16,40,8
There's a recent charge on my card that I know I didn't make because I've never seen the name before. Can we investigate this?,16,126,24
Some of my card payments look different than where I purchased products from. Why is that?,16,90,16
There is a strange payment on my statement. What should I do?,16,61,12
I think there has been a purchase made that wasn't by me.,16,57,12
There is a fraudulent charge on my statement.,16,45,8
What is the payment in my account that I did not do?,16,52,12
In my statement there is a payment that is I do not recognize,16,61,13
"I no longer live at my address on file, how do I change it?",30,59,14
How to change my address.,30,25,5
How do I update my details?,30,27,6
My address needs to be revised.,30,31,6
"got married, need to change account name",30,40,7
My address has changed.,30,23,4
got married and need to change name,30,35,7
I want to change my personal details.,30,37,7
I moved.  I need to update my details.,30,38,8
I need to edit the personal details section of my account,30,57,11
Where can I change my personal information after I move?,30,56,10
Where can I go to modify my detail?,30,35,8
How do I change my information?,30,31,6
I need to change my account details,30,35,7
I moved.  Where do I update my details?,30,39,8
I relocated and need to change my personal details.,30,51,9
I need to update my personal details,30,36,7
My address has changed. How do I report it?,30,43,9
I need to update my info.,30,25,6
How can I modify my details?,30,28,6
What do i have to do to change my name?,30,39,10
My address has updated and I need to change it.,30,47,10
Where can I go to update my personal profile?,30,45,9
Is it possible to edit my personal details on the app?,30,54,11
how can i change my details,30,27,6
I need help changing my last name on my account.,30,48,10
How do I update my current residence details?,30,45,8
how do i change name?,30,21,5
I need to change my name since I got married,30,44,10
I want to change my address.,30,28,6
how to change name,30,18,4
Can I change my information?,30,28,5
I need to update my current address,30,35,7
I have moved.  Where can I update my details?,30,45,9
I want to change my name.,30,25,6
Should I just wait until the post office sends a change of address form?,30,72,14
I need to change my name what do I do?,30,38,10
How can I edit my personal details?,30,35,7
How do I change my address?,30,27,6
What do I need to do to change the address on my account?,30,57,13
Why do you require so many details about my identity?,74,53,10
I'd rather not verify my identity.,74,34,6
do I need to verify my identity every time I log into my account?,74,65,14
Why am I required to verify my identity?,74,40,8
Can I make transfers before identity verification?,74,50,7
What is the need to verify my identity?,74,39,8
Do I have to do the identity check?,74,35,8
Can I use my account without verifying my identity?,74,51,9
Why is identity verification mandatory?,74,39,5
Do I have to do an identity check?,74,34,8
I would like to not have to do the identity verification.,74,57,11
"Can I still use my account, even though the identity verification has not passed yet?",74,85,15
Why do you require all my identity details?,74,43,8
Why do you need so much information to verify my identity?,74,58,11
What is the purpose for the identity check,74,42,8
I don't like that I have to fill out so much information about my identity.,74,75,15
What is the point of an identity check?,74,39,8
How come you need to know my identity?,74,38,8
"May I use my account now, even though the identity verification has not gone through yet?",74,89,16
Do I need to verify my identity to use my account?,74,50,11
Why am I required to do an identity check?,74,42,9
Why am I being asked to have an identity check,74,46,10
Can i make transactions before identity verification is complete?,74,65,9
Do I really need to verify my identity?,74,39,8
Why do I have to give you all of my identification details?,74,59,12
Why do you require so many identity details?,74,44,8
"Since my id hasn't been verified, when can I use my account?",74,60,12
I won't verify my identity.,74,27,5
I want to skip verification of my identity.,74,43,8
I do not wish to verify my identity.,74,36,8
Why do I have to verify my identity?,74,36,8
what is the identity check?,74,27,5
What other methods are there to verify my identity?,74,51,9
Do I need to verify my identity?,74,32,7
Do I need to verify my identity each time I wish to use my account?,74,67,15
Can I use my account if the identity verification is not complete?,74,66,12
Why is it asking me to verify my identity,74,41,9
Do I have to verify my identity?,74,32,7
Why do you need to know so much about me,74,40,10
Why did I need to verfiy my identity?,74,37,8
I cannot verify my identity,68,27,5
I do not have what is required to prove my identity,68,51,11
Why doesn't the app believe I am who I say I am?,68,48,12
I am having trouble verifying my identity.,68,42,7
what do i do if my verification failed,68,38,8
It is impossible to verify my identity,68,38,7
The app doesn't know it's me.,68,29,6
I'm having trouble verifying my ID.,68,35,6
app does not recognize me,68,25,5
Help my verify my id.,68,21,5
The app failed to verify my identity.,68,37,7
I can't verify my ID.,68,21,5
I can't prove my identity.,68,26,5
I am not being recognized by the app.,68,37,8
Why isn't my ID being verified?,68,31,6
The app will not let me into my account.,68,40,9
I am having trouble proving my identity.,68,40,7
I cannot prove my own identity.,68,31,6
My ID won't be verified!,68,24,5
I can not get the app to know it is me.,68,39,11
I can't verify my identity.,68,27,5
The app doesn't recognize me.,68,29,5
I am having difficulties to verify my identity.,68,47,8
The app doesn't believe that I am me,68,36,8
What's with not verifying my Id?,68,32,6
What do i need to verify my id?,68,31,8
"I tried verifying my ID, but it won't let me.",68,45,10
How do I show this stupid system that this is really my identity?,68,65,13
I am experiencing difficulty providing my identity.,68,51,7
I a having trouble proving my identity,68,38,7
How long will it take for my ID to verify?,68,42,10
Why am I not able to verify my id?,68,34,9
It doesn't let me verify my identity.,68,37,7
app doesnt think its me,68,23,5
Why am I having trouble verifying my id?,68,40,8
I am having issues with identity verification,68,45,7
The app won't let me log in as myself.,68,38,9
Why can't I verify my identity?,68,31,6
Why can't I verify my id?,68,25,6
for some reason I am having a problem with verifying my identity.,68,65,12
What do I do with my card PIN?,38,30,8
Is the PIN delivered separately?,38,32,5
I do not have my pin,38,20,6
Are PIN separately?,38,19,3
I cannot seem to find my PIN. Where is it?,38,42,10
How do I set-up my PIN for the new card?,38,40,10
How do I find my card PIN?,38,26,7
is my card PIN saved in the app,38,31,8
I don't know where to look to find my PIN.,38,42,10
where in the app can i find out about my new pin,38,48,12
Where in the app can I find my PIN?,38,35,9
I just got my new card but am not sure how to check its PIN.,38,60,15
do i need a pin,38,15,5
"If I need a PIN for my card, where is it located?",38,49,12
what is my card PIN,38,19,5
And what about the Card's PIN?,38,30,6
About this card PIN?,38,20,4
I received my card but not my PIN.,38,34,8
Why can't I see my PIN?,38,23,6
what is the process for setting up a pin,38,40,9
Does my PIN come with my card?,38,30,7
Where can I find the card PIN?,38,30,7
Why isn't my PIN available yet?,38,31,6
Is my PIN located on my account somewhere?,38,42,8
"Please help in finding my card PIN, thank you!",38,46,9
Where is my PIN number located?,38,31,6
I still don't have my pin.,38,26,6
So what about the card PIN?,38,27,6
I cannot locate the card PIN.,38,29,6
I need my PIN,38,13,4
Where can I find my PIN?,38,24,6
When do I receive my PIN,38,24,6
Help me find my card pin!,38,25,6
Is PIN delivered separately?,38,28,4
I can not find my card pin.,38,27,7
What do I need to do for a PIN?,38,31,9
Why can't I find my PIN?,38,24,6
